date,timepoint,wheat,sensor,variety,rep_var,rep_pic,vi,max,mean,median,std,p95,p90,p85,min_air_temp,air_temp,max_air_temp,dewpoint,rel_humidity,soil_temp_2_in,min_soil_temp_8_in,avg_soil_temp_8_in,soil_wp_8_in,precip,solar_rad,et_grass,et_alfalfa
2022-06-10,13,spring,AG13,9,1,4,savi,0.46255,0.29606,0.29756,0.02123,0.32595,0.3192,0.31537,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-10,13,spring,AG13,7,1,4,savi,0.46255,0.28734,0.29029,0.02558,0.32043,0.31365,0.31017,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-10,13,spring,AG13,11,1,4,savi,0.46255,0.27969,0.28495,0.03229,0.31876,0.31192,0.30664,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-10,13,spring,AG13,9,1,4,sr,1.89601,1.49474,1.49711,0.04421,1.55765,1.54301,1.53471,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-10,13,spring,AG13,7,1,4,sr,1.89601,1.47704,1.48199,0.05141,1.54562,1.53104,1.52363,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-10,13,spring,AG13,11,1,4,sr,1.89601,1.46204,1.47101,0.06303,1.542,1.52734,1.51615,56.2,15.5,66.3,55.7,86.3,16.27777777777778,61.2,16.444444444444443,-47.9,0.52,8.92,0.09,0.12
2022-06-11,13,spring,AG13,9,1,2,cigreen0,1.9319,1.31383,1.31595,0.13829,1.53423,1.48771,1.45107,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,cigreen0,2.27184,1.36575,1.37639,0.12779,1.55704,1.50963,1.48332,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,cigreen0,2.91754,1.36478,1.36554,0.13333,1.5705,1.51557,1.48332,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,cigreen,7.38047,5.61379,5.61985,0.39527,6.24376,6.11079,6.00607,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
