Unnamed: 0,date,precipitation,rmax,rmin,relative_humidity,solar_radiation,tmin,tmax,air_temp,gdd,cgdd,plant,year,location,Env_Abbr
43,2022-02-13,0.0,69.2,33.1,51.2,120.5,-1.5499999999999500,8.75,3.6000000000000200,3.6000000000000200,62.50000000000070,Winter wheat,2022,Pullman(SAT),22PULSATW
44,2022-02-14,0.7000000000000000,80.5,54.7,67.6,41.5,0.25,6.350000000000020,3.300000000000010,3.300000000000010,65.8000000000007,Winter wheat,2022,Pullman(SAT),22PULSATW
45,2022-02-15,0.0,85.10000000000000,60.2,72.65,110.0,0.0500000000000113,5.650000000000030,2.8500000000000200,2.8500000000000200,68.65000000000070,Winter wheat,2022,Pullman(SAT),22PULSATW
46,2022-02-16,0.0,98.7,51.0,74.9,120.1,-2.9499999999999900,6.850000000000020,1.950000000000020,1.950000000000020,70.60000000000070,Winter wheat,2022,Pullman(SAT),22PULSATW
47,2022-02-17,0.0,88.2,45.2,66.7,67.3,-2.0499999999999500,7.75,2.8500000000000200,2.8500000000000200,73.45000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
48,2022-02-18,0.0,83.9,41.900000000000000,62.9,126.8,-0.25,9.950000000000040,4.850000000000020,4.850000000000020,78.30000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
49,2022-02-19,0.5,74.2,44.7,59.5,112.0,1.650000000000030,9.25,5.450000000000020,5.450000000000020,83.7500000000008,Winter wheat,2022,Pullman(SAT),22PULSATW
50,2022-02-20,1.6,94.2,61.6,77.9,110.9,-2.0499999999999500,4.650000000000030,1.3000000000000400,1.3000000000000400,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
51,2022-02-21,0.0,100.0,65.9,83.0,96.4,-10.850000000000000,0.5500000000000110,-5.149999999999980,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
52,2022-02-22,0.0,93.1,52.400000000000000,72.75,68.2,-14.050000000000000,-6.0499999999999500,-10.050000000000000,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
53,2022-02-23,0.6000000000000000,77.5,42.2,59.9,145.70000000000000,-14.850000000000000,-6.75,-10.800000000000000,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
54,2022-02-24,0.0,88.0,53.2,70.6,69.4,-11.75,-4.5499999999999500,-8.149999999999980,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
55,2022-02-25,0.0,100.0,48.8,74.4,148.0,-12.25,-1.849999999999970,-7.049999999999980,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
56,2022-02-26,0.3,84.0,38.1,61.1,150.9,-7.149999999999980,3.75,-1.6999999999999900,0.0,85.05000000000080,Winter wheat,2022,Pullman(SAT),22PULSATW
57,2022-02-27,2.8000000000000000,89.30000000000000,60.400000000000000,74.85,74.10000000000000,-1.6499999999999800,4.550000000000010,1.450000000000020,1.450000000000020,86.50000000000090,Winter wheat,2022,Pullman(SAT),22PULSATW
58,2022-02-28,9.6,85.30000000000000,61.3,73.3,53.400000000000000,3.3500000000000200,8.850000000000020,6.100000000000020,6.100000000000020,92.60000000000090,Winter wheat,2022,Pullman(SAT),22PULSATW
59,2022-03-01,5.4,77.0,44.400000000000000,60.7,95.6,5.850000000000020,13.950000000000000,9.900000000000030,9.900000000000030,102.50000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
60,2022-03-02,14.6,79.80000000000000,58.7,69.25,64.10000000000000,5.4500000000000500,10.25,7.850000000000020,7.850000000000020,110.35000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
61,2022-03-03,7.300000000000000,100.0,79.5,89.8,71.4,-0.8499999999999660,6.350000000000020,2.7500000000000300,2.7500000000000300,113.10000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
62,2022-03-04,1.1,98.2,58.2,78.2,162.20000000000000,-1.849999999999970,5.9500000000000500,2.05000000000004,2.05000000000004,115.150000000001,Winter wheat,2022,Pullman(SAT),22PULSATW
63,2022-03-05,0.0,88.7,46.3,67.5,138.0,-1.9499999999999900,7.350000000000020,2.700000000000020,2.700000000000020,117.85000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
64,2022-03-06,0.0,78.0,39.7,58.9,158.60000000000000,-1.75,7.650000000000030,2.950000000000020,2.950000000000020,120.80000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
65,2022-03-07,0.0,74.0,32.4,53.2,174.9,-0.3499999999999660,10.950000000000000,5.30000000000004,5.30000000000004,126.10000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
66,2022-03-08,0.0,92.1,45.7,68.9,120.2,-3.849999999999970,6.050000000000010,1.1000000000000200,1.1000000000000200,127.2000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
67,2022-03-09,0.0,76.3,36.4,56.4,192.4,-8.449999999999990,1.25,-3.5999999999999900,0.0,127.2000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
68,2022-03-10,0.0,61.3,25.5,43.4,99.6,-7.25,3.650000000000030,-1.799999999999980,0.0,127.2000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
69,2022-03-11,0.0,66.5,38.1,52.3,95.4,-1.75,5.75,2.0,2.0,129.2000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
70,2022-03-12,7.4,69.7,26.700000000000000,48.2,140.5,2.25,15.350000000000000,8.800000000000010,8.800000000000010,138.0000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
71,2022-03-13,0.0,82.80000000000000,52.8,67.8,124.7,1.75,8.450000000000050,5.100000000000020,5.100000000000020,143.10000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
72,2022-03-14,7.2,77.0,48.6,62.8,82.2,4.150000000000030,10.950000000000000,7.55000000000004,7.55000000000004,150.65000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
73,2022-03-15,3.9,85.30000000000000,49.5,67.4,143.9,3.3500000000000200,11.450000000000000,7.400000000000030,7.400000000000030,158.0500000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
74,2022-03-16,0.0,91.1,47.400000000000000,69.25,135.9,-0.0499999999999545,9.450000000000040,4.7000000000000500,4.7000000000000500,162.75000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
75,2022-03-17,0.9,85.2,35.9,60.6,192.4,0.25,12.450000000000000,6.350000000000020,6.350000000000020,169.10000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
76,2022-03-18,0.8,95.1,52.2,73.7,173.20000000000000,2.3500000000000200,11.350000000000000,6.850000000000020,6.850000000000020,175.9500000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
77,2022-03-19,2.8000000000000000,100.0,52.400000000000000,76.2,151.3,-0.4499999999999890,10.350000000000000,4.950000000000020,4.950000000000020,180.9000000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
78,2022-03-20,1.4,78.10000000000000,44.0,61.05,187.6,-0.8499999999999660,7.25,3.200000000000020,3.200000000000020,184.10000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
79,2022-03-21,1.8,81.60000000000000,55.0,68.3,60.0,0.9500000000000460,6.850000000000020,3.900000000000030,3.900000000000030,188.00000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
80,2022-03-22,0.0,81.30000000000000,47.3,64.3,158.3,4.350000000000020,12.350000000000000,8.350000000000020,8.350000000000020,196.3500000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
81,2022-03-23,0.0,100.0,44.0,72.0,190.2,4.25,17.75,11.0,11.0,207.3500000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
82,2022-03-24,0.0,99.5,47.7,73.6,209.6,1.5500000000000100,12.450000000000000,7.000000000000030,7.000000000000030,214.35000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
83,2022-03-25,0.0,90.5,42.8,66.7,178.60000000000000,2.75,13.75,8.25,8.25,222.60000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
84,2022-03-26,0.0,93.1,39.900000000000000,66.5,195.5,3.850000000000020,16.350000000000000,10.100000000000000,10.100000000000000,232.70000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
85,2022-03-27,0.0,100.0,38.6,69.3,197.3,5.350000000000020,19.65000000000000,12.500000000000000,12.500000000000000,245.20000000000100,Winter wheat,2022,Pullman(SAT),22PULSATW
86,2022-03-28,0.0,94.0,48.900000000000000,71.45,181.2,5.4500000000000500,15.350000000000000,10.400000000000000,10.400000000000000,255.6000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
87,2022-03-29,0.0,80.30000000000000,39.5,59.9,233.0,4.350000000000020,14.650000000000000,9.500000000000030,9.500000000000030,265.1000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
88,2022-03-30,0.0,97.7,51.2,74.5,154.8,1.150000000000030,10.75,5.950000000000020,5.950000000000020,271.05000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
89,2022-03-31,0.0,95.2,45.6,70.4,149.1,-1.1499999999999800,9.450000000000040,4.150000000000030,4.150000000000030,275.2000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
90,2022-04-01,3.4000000000000000,100.0,40.400000000000000,70.2,188.6,-2.4499999999999900,11.850000000000000,4.700000000000020,4.700000000000020,279.9000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
91,2022-04-02,0.0,83.30000000000000,46.400000000000000,64.85,185.3,1.150000000000030,10.650000000000000,5.900000000000030,5.900000000000030,285.8000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
92,2022-04-03,9.3,82.80000000000000,39.0,60.9,180.3,0.5500000000000110,12.350000000000000,6.450000000000020,6.450000000000020,292.2500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
93,2022-04-04,7.1000000000000000,93.1,58.900000000000000,76,152.6,1.0500000000000100,8.850000000000020,4.950000000000020,4.950000000000020,297.20000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
94,2022-04-05,0.0,80.4,40.900000000000000,60.65,140.0,-1.9499999999999900,8.550000000000010,3.300000000000010,3.300000000000010,300.50000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
95,2022-04-06,0.0,80.0,32.4,56.2,255.0,-2.1499999999999800,11.450000000000000,4.650000000000030,4.650000000000030,305.1500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
96,2022-04-07,0.0,76.3,25.4,50.9,247.4,3.25,20.15000000000000,11.700000000000000,11.700000000000000,316.8500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
97,2022-04-08,0.0,100.0,48.6,74.3,142.5,0.4500000000000460,12.450000000000000,6.4500000000000500,6.4500000000000500,323.3000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
98,2022-04-09,3.5,85.60000000000000,43.6,64.6,92.2,-2.849999999999970,7.650000000000030,2.400000000000030,2.400000000000030,325.7000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
99,2022-04-10,3.8,79.0,62.6,70.8,147.70000000000000,-2.1499999999999800,2.3500000000000200,0.1000000000000230,0.1000000000000230,325.80000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
100,2022-04-11,7.7,81.10000000000000,68.4,74.75,204.8,-1.5499999999999500,2.150000000000030,0.3000000000000400,0.3000000000000400,326.10000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
101,2022-04-12,0.0,77.9,54.1,66.0,179.0,-3.1499999999999800,3.050000000000010,-0.0499999999999829,0.0,326.10000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
102,2022-04-13,1.9,78.30000000000000,40.5,59.4,176.3,-4.25,5.850000000000020,0.8000000000000110,0.8000000000000110,326.90000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
103,2022-04-14,3.4000000000000000,78.10000000000000,58.2,68.15,98.7,-2.849999999999970,2.450000000000050,-0.1999999999999600,0.0,326.90000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
104,2022-04-15,0.0,74.0,47.7,60.9,170.3,-2.4499999999999900,4.75,1.1500000000000100,1.1500000000000100,328.0500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
105,2022-04-16,5.1000000000000000,75.9,46.3,61.1,186.5,-1.6499999999999800,6.350000000000020,2.3500000000000200,2.3500000000000200,330.4000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
106,2022-04-17,0.0,78.60000000000000,40.2,59.4,267.8,-1.9499999999999900,8.450000000000050,3.2500000000000300,3.2500000000000300,333.6500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
107,2022-04-18,2.8000000000000000,82.4,39.0,60.7,216.0,1.650000000000030,13.450000000000000,7.55000000000004,7.55000000000004,341.200000000002,Winter wheat,2022,Pullman(SAT),22PULSATW
108,2022-04-19,1.1,82.9,46.400000000000000,64.65,246.9,0.75,10.150000000000000,5.450000000000020,5.450000000000020,346.650000000002,Winter wheat,2022,Pullman(SAT),22PULSATW
109,2022-04-20,1.3,93.8,45.900000000000000,69.85,245.4,0.5500000000000110,11.950000000000000,6.250000000000030,6.250000000000030,352.900000000002,Winter wheat,2022,Pullman(SAT),22PULSATW
110,2022-04-21,0.0,100.0,53.5,76.8,221.0,0.6500000000000340,11.150000000000000,5.900000000000030,5.900000000000030,358.80000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
111,2022-04-22,0.0,87.5,39.400000000000000,63.45,274.6,0.4500000000000460,12.950000000000000,6.7000000000000500,6.7000000000000500,365.5000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
112,2022-04-23,0.0,91.2,41.3,66.3,282.5,1.150000000000030,13.650000000000000,7.400000000000030,7.400000000000030,372.9000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
113,2022-04-24,0.0,77.9,33.0,55.5,290.5,2.650000000000030,16.05000000000000,9.350000000000030,9.350000000000030,382.25000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
114,2022-04-25,9.4,77.5,37.6,57.6,256.6,5.75,17.450000000000000,11.600000000000000,11.600000000000000,393.8500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
115,2022-04-26,1.6,91.4,58.1,74.8,157.10000000000000,2.550000000000010,10.350000000000000,6.450000000000020,6.450000000000020,400.3000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
116,2022-04-27,0.0,79.7,48.6,64.2,192.5,1.150000000000030,9.350000000000030,5.250000000000030,5.250000000000030,405.5500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
117,2022-04-28,0.0,86.4,44.400000000000000,65.4,192.0,1.5500000000000100,12.25,6.900000000000010,6.900000000000010,412.4500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
118,2022-04-29,1.5,77.4,45.2,61.3,175.20000000000000,3.450000000000050,12.350000000000000,7.900000000000030,7.900000000000030,420.35000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
119,2022-04-30,2.1,83.4,61.6,72.5,165.5,4.9500000000000500,10.650000000000000,7.80000000000004,7.80000000000004,428.1500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
120,2022-05-01,0.0,86.5,64.4,75.5,290.0,5.350000000000020,11.850000000000000,8.600000000000020,8.600000000000020,436.7500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
121,2022-05-02,0.4,90.2,59.0,74.6,251.5,5.25,13.650000000000000,9.450000000000020,9.450000000000020,446.2000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
122,2022-05-03,0.0,94.9,57.400000000000000,76.15,302.0,4.550000000000010,14.050000000000000,9.300000000000010,9.300000000000010,455.50000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
123,2022-05-04,0.0,85.10000000000000,39.0,62.05,278.90000000000000,6.9500000000000500,20.850000000000000,13.900000000000000,13.900000000000000,469.4000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
124,2022-05-05,9.6,90.2,60.3,75.3,180.4,8.050000000000010,16.25,12.150000000000000,12.150000000000000,481.5500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
125,2022-05-06,17.2,87.10000000000000,73.60000000000000,80.35000000000000,150.0,6.9500000000000500,11.650000000000000,9.30000000000004,9.30000000000004,490.8500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
126,2022-05-07,3.6,96.1,67.10000000000000,81.6,242.0,2.050000000000010,9.350000000000030,5.700000000000020,5.700000000000020,496.55000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
127,2022-05-08,0.0,79.10000000000000,52.7,65.9,258.3,0.3500000000000230,8.25,4.300000000000010,4.300000000000010,500.85000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
128,2022-05-09,0.0,86.4,49.1,67.8,242.1,-0.25,9.850000000000030,4.800000000000010,4.800000000000010,505.6500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
129,2022-05-10,0.0,86.2,41.400000000000000,63.8,295.40000000000000,-0.6499999999999770,11.850000000000000,5.600000000000020,5.600000000000020,511.2500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
130,2022-05-11,0.0,80.4,37.1,58.8,330.40000000000000,0.75,13.950000000000000,7.350000000000020,7.350000000000020,518.6000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
131,2022-05-12,9.7,84.7,40.2,62.5,224.0,1.8500000000000200,14.75,8.300000000000010,8.300000000000010,526.9000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
132,2022-05-13,2.4000000000000000,75.60000000000000,52.2,63.9,324.90000000000000,2.550000000000010,10.050000000000000,6.300000000000010,6.300000000000010,533.2000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
133,2022-05-14,1.9,78.4,57.8,68.1,146.70000000000000,6.150000000000030,12.850000000000000,9.500000000000030,9.500000000000030,542.7000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
134,2022-05-15,5.0,91.1,46.900000000000000,69,296.2,8.25,20.450000000000000,14.350000000000000,14.350000000000000,557.0500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
135,2022-05-16,0.0,100.0,62.1,81.1,299.1,5.4500000000000500,15.350000000000000,10.400000000000000,10.400000000000000,567.4500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
136,2022-05-17,0.0,74.9,45.2,60.1,330.90000000000000,5.150000000000030,14.75,9.950000000000020,9.950000000000020,577.4000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
137,2022-05-18,0.7000000000000000,91.5,51.5,71.5,164.5,3.3500000000000200,13.850000000000000,8.600000000000020,8.600000000000020,586.0000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
138,2022-05-19,0.0,72.10000000000000,48.1,60.1,202.7,2.75,10.75,6.75,6.75,592.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
139,2022-05-20,0.0,83.2,43.8,63.5,192.2,2.25,13.650000000000000,7.950000000000020,7.950000000000020,600.7000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
140,2022-05-21,0.8,97.6,47.8,72.7,284.5,1.25,13.650000000000000,7.450000000000020,7.450000000000020,608.1500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
141,2022-05-22,0.0,94.5,39.2,66.9,339.6,1.9500000000000500,16.850000000000000,9.400000000000030,9.400000000000030,617.5500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
